CNR1	alcohol use disorder	
CYP2E1	alcohol use disorder	
TAS2R13	alcohol use disorder	
NPSR1	alcohol use disorder	
DRD2	alcohol use disorder	
CRHR1	alcohol use disorder	
SLC6A4	alcohol use disorder	
PIK3R1	alcohol use disorder	
CRH	alcohol use disorder	
TACR1	alcohol use disorder	
AVP	alcohol use disorder	
ANKK1	alcohol use disorder	
OPRM1	alcohol use disorder	
DRD2	CXCR4	0.8354005520686607	
DRD2	HRH4	0.8354005520686607	
ADRA1A	P2RY10	0.8354005520686607	
ADRA1A	LPAR4	0.8354005520686607	
GLP2R	MC3R	0.8252219011119977	
DRD2	APP	0.8407682499807351	
ADRB2	ADM2	0.8407682499807351	
DRD3	LPAR5	0.8252219011119977	
ADRA1B	PTGFR	0.8252219011119977	
ADRA1D	PROKR1	0.8354005520686607	
DRD2	FPR3	0.8354005520686607	
DRD3	CXCR6	0.8354005520686607	
DRD2	TAS2R40	0.8354005520686607	
HTR2C	CCL23	0.833320481754769	
CHRM3	NPFFR2	0.8252219011119977	
OPRD1	TAS2R40	0.8354005520686607	
DRD3	CNR2	0.8354005520686607	
OPRM1	GNB1	0.8631759289499149	
CHRM2	HTR1F	0.8354005520686607	
DRD2	GPR18	0.8354005520686607	
GLP2R	CRHR1	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CFB	0.8638247395845513	
HTR1D	GABBR1	0.8252219011119977	
ADRA1D	CHRM1	0.8354005520686607	
DRD3	CXCL2	0.8407682499807351	
CHRM1	TRH	0.8407682499807351	
Bisoprolol	ADRB1	1	
CHRM2	SST	0.8407682499807351	
DRD1	FSHR	0.8354005520686607	
CHRM5	NTSR2	0.8252219011119977	
HTR2C	rs3813929	0.99	
ADRA1B	NMBR	0.8354005520686607	
Doxepin	HRH2	1	
HTR1E	OXER1	0.8252219011119977	
ADRA1A	GNAQ	0.8595571341704282	
OPRM1	S1PR1	0.8252219011119977	
HTR1B	GRM2	0.8252219011119977	
GLP2R	ADRB1	0.8354005520686607	
HTR1B	BDKRB1	0.8354005520686607	
OPRD1	NPY	0.833320481754769	
Olanzapine	HTR2C	1	
HTR1E	GPR55	0.8354005520686607	
HTR2B	F2R	0.8252219011119977	
CYP3A4	rs28371759	0.9509900498999999	
HTR5A	MCHR2	0.8354005520686607	
HTR1A	CCL16	0.8407682499807351	
CHRM2	LPAR1	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	DICER1	0.8638247395845513	
CHRM3	NMS	0.8407682499807351	
ADRA1A	GPRC6A	0.8252219011119977	
Paroxetine	CHRM4	1	
HTR2A	GCG	0.8407682499807351	
OPRD1	CXCL10	0.8407682499807351	
DRD5	VIPR1	0.8252219011119977	
ADRA1B	P2RY6	0.8354005520686607	
OPRM1	GNG2	0.8631759289499149	
CHRM2	LPAR3	0.8252219011119977	
HRH4	GNAI3	0.8526462282435747	
OPRD1	CXCL11	0.8407682499807351	
HTR1F	FPR3	0.8354005520686607	
CALM3	HSP90AA1	0.8572819008118013	
CYP2C19	rs4244285	0.99	
HRH4	FPR2	0.8354005520686607	
DRD4	C3AR1	0.8354005520686607	
CYP2A6	rs8192726	0.99	
GLP2R	RAMP2	0.8421959353175904	
HTR5A	HCAR2	0.8354005520686607	
DRD3	MTNR1B	0.8252219011119977	
CHRM2	HEBP1	0.8407682499807351	
HTR1E	CCR9	0.8354005520686607	
DRD3	CASR	0.8354005520686607	
HTR1B	TAS2R10	0.8354005520686607	
Eletriptan	HTR1D	1	
DRD3	TAS2R46	0.8354005520686607	
OPRK1	HTR1B	0.8354005520686607	
Propranolol	CYP3A4	1	
CHRM2	HTR1B	0.8354005520686607	
HTR5A	AGTR2	0.8354005520686607	
ADRA1B	LPAR5	0.8252219011119977	
HTR1E	TAS2R45	0.8354005520686607	
DRD2	CCR5	0.8354005520686607	
OPRM1	HCAR2	0.8354005520686607	
Citalopram	ADRA1A	1	
HTR2C	GNAQ	0.8595571341704282	
CALM3	PPP3CB	0.8535455451872151	
CHRM2	NPY5R	0.8252219011119977	
CYP2B6	rs3745274	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ZNF232	0.8638247395845513	
CHRM2	GPR18	0.8354005520686607	
HTR6	CRH	0.8407682499807351	
CHRM2	ACKR3	0.8354005520686607	
ADRB3	GPR27	0.8252219011119977	
HTR1F	GNAI2	0.8526462282435747	
GLP2R	NPSR1	0.8354005520686607	
CHRM2	PPBP	0.8407682499807351	
GLP2R	MC1R	0.8252219011119977	
HTR2C	F2RL3	0.8252219011119977	
HTR1B	rs11568817	0.99	
Olanzapine	ADRA1A	1	
Propranolol	ORM1	1	
HRH2	PTH2	0.8407682499807351	
ADRA2B	APP	0.833320481754769	
HRH1	ADRA1B	0.8354005520686607	
HTR1D	DRD4	0.8354005520686607	
HTR1A	CXCR6	0.8354005520686607	
ADRB2	MC3R	0.8252219011119977	
HTR5A	TAS2R13	0.8354005520686607	
HTR2B	TAC1	0.833320481754769	
DRD1	POMC	0.833320481754769	
HTR1E	CXCL11	0.8407682499807351	
OPRM1	CCL27	0.8407682499807351	
CHRM4	GALR3	0.8252219011119977	
HTR1D	NPY5R	0.8252219011119977	
DRD4	S1PR4	0.8252219011119977	
CHRM1	GNRH1	0.8407682499807351	
HTR1F	TAS2R42	0.8354005520686607	
OPRK1	MT-RNR2	0.8459813396079446	
CYP2D6	CYP2D6*20, CYP2D6*4	0.99	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SCN5A	0.818984274335209	
HTR1B	CXCL9	0.8407682499807351	
HRH1	CCK	0.833320481754769	
OPRM1	CXCR6	0.8354005520686607	
ADRA2B	POMC	0.833320481754769	
DRD2	PENK	0.8407682499807351	
DRD1	IAPP	0.8407682499807351	
VEGFA	PAK2	0.8531802811033484	
ADRA1D	XCL1	0.833320481754769	
ADRA1D	P2RY6	0.8354005520686607	
ADRA1A	KISS1R	0.8252219011119977	
HTR2A	NMUR1	0.8354005520686607	
HRH1	CASR	0.8354005520686607	
CHRM4	P2RY4	0.8354005520686607	
HTR7	PTGDR	0.8252219011119977	
HTR1B	HCAR3	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	BBC3	0.8638247395845513	
HTR2C	CYSLTR2	0.8252219011119977	
CHRM2	CCL5	0.8407682499807351	
HTR1D	TAS2R50	0.8354005520686607	
DRD3	GPR18	0.8354005520686607	
CHRM5	GPR68	0.8354005520686607	
CHRM1	NPFF	0.833320481754769	
OPRD1	SSTR2	0.8354005520686607	
DRD2	CCL25	0.8407682499807351	
ADRA1D	NMUR1	0.8354005520686607	
HTR1D	OPRL1	0.8354005520686607	
HTR2B	F2RL1	0.8252219011119977	
DRD1	CALCB	0.8407682499807351	
CHRM2	CCL16	0.8407682499807351	
HTR2C	F2R	0.8252219011119977	
HRH4	TAS2R10	0.8354005520686607	
CHRM4	PYY	0.833320481754769	
HTR1B	PNOC	0.8407682499807351	
ADRB1	GNG2	0.8526462282435747	
HTR2A	GNA11	0.8595571341704282	
HTR1B	GNB1	0.8526462282435747	
CALM3	GRB2	0.8670770245481983	
CYP2B6	rs4803419	0.99	
DRD1	ADM2	0.8407682499807351	
CHRM2	GNAT3	0.8526462282435747	
ADRA1D	F2RL3	0.8252219011119977	
HTR7	RAMP1	0.8421959353175904	
OPRM1	CCL5	0.8407682499807351	
ADRA1D	NPFF	0.833320481754769	
CYP2D6	CYP2D6*1, CYP2D6*15, CYP2D6*4	0.99	
CYP3A4	CYP3A4*1, CYP3A4*20, CYP3A4*8	0.9509900498999999	
CYP2C19	rs28399504	0.99	
ADRB1	GPR32	0.8252219011119977	
Ropinirole	CYP3A4	1	
VEGFA	ROCK2	0.8252219011119977	
ADRB2	GNB1	0.8526462282435747	
CHRM2	GABBR1	0.8252219011119977	
Apomorphine	HTR2B	1	
ADRB2	SYNJ1	0.8613363396709319	
HTR1B	NMS	0.8407682499807351	
DRD2	rs1076560	0.99	
Amitriptyline	CHRM4	1	
OPRK1	C5AR1	0.8354005520686607	
ADRA1D	GNRH2	0.8407682499807351	
Olanzapine	HTR1E	1	
HRH4	CHRM4	0.8354005520686607	
HTR1E	MCHR2	0.8354005520686607	
Doxepin	CHRM5	1	
DRD2	NPY5R	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	APOC1	0.8638247395845513	
HTR1E	CXCR1	0.8354005520686607	
HTR1A	LPAR3	0.8252219011119977	
HTR1D	CCL5	0.8407682499807351	
CHRM1	GRM1	0.8354005520686607	
HRH2	HTR4	0.8354005520686607	
Citalopram	CYP3A4	1	
ADRB3	VIPR1	0.8252219011119977	
HTR1E	AGTR2	0.8354005520686607	
GRIN2A	GRIN1	0.8480904465605648	
HTR1F	CCR5	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	CST3	0.8638247395845513	
HTR1F	S1PR2	0.8252219011119977	
Olanzapine	HTR1A	1	
DRD3	GALR1	0.8252219011119977	
OPRD1	TAS2R9	0.8354005520686607	
CHRM2	CCL28	0.8407682499807351	
HRH4	GRM8	0.8252219011119977	
ADRB2	AVP	0.8657767124847613	
ADRA1A	TRH	0.8407682499807351	
Ropinirole	ADRA2A	1	
CHRM2	EPS15	0.8667016654974304	
DRD4	rs1800544	0.99	
ADRB2	ADRB1	0.8354005520686607	
VEGFA	rs144854329	0.99	
DRD2	MCHR1	0.8354005520686607	
ADRA2B	GNB1	0.8626329038096527	
HTR2A	OPN4	0.8354005520686607	
ADRB1	VIPR2	0.8252219011119977	
DRD3	PDYN	0.8407682499807351	
CHRM1	GNAQ	0.8595571341704282	
HRH1	PMCH	0.833320481754769	
DRD5	HTR4	0.8354005520686607	
CHRM3	GPRC6A	0.8252219011119977	
ADRA1A	GCG	0.8407682499807351	
HTR1B	LPAR2	0.8252219011119977	
DRD2	TAS2R60	0.8354005520686607	
ADRA1D	PROK2	0.8407682499807351	
Pergolide	CYP2D6	1	
GLP2R	MC5R	0.8252219011119977	
HTR2C	GHSR	0.8354005520686607	
CHRM2	CXCL12	0.8407682499807351	
CHRM4	GRM6	0.8252219011119977	
CHRM3	EDN3	0.833320481754769	
HRH4	CCR9	0.8354005520686607	
HTR1E	CCL5	0.8407682499807351	
DRD4	S1PR5	0.8252219011119977	
HTR1D	CHRM4	0.8354005520686607	
Amitriptyline	NTRK1	1	
HTR2C	AVPR1A	0.8354005520686607	
DRD4	CCL23	0.8407682499807351	
ADRB2	PTGDR	0.8252219011119977	
OPRK1	CXCL10	0.8407682499807351	
ADRA1D	NPS	0.8407682499807351	
DRD2	OXGR1	0.8354005520686607	
HTR1A	HEBP1	0.8407682499807351	
HTR2A	EDN2	0.833320481754769	
NTRK1	PIK3R2	0.8319100629186602	
HTR2A	TAC3	0.833320481754769	
NTRK2	rs4358872	0.99	
CYP2A6	rs111033610	0.99	
Memantine	DRD2	1	
CHRM2	GPR17	0.8252219011119977	
GLP2R	PTHLH	0.8407682499807351	
ADRA1B	OXTR	0.8252219011119977	
CYP3A4	rs4646437	0.99	
HTR1D	TAS2R10	0.8354005520686607	
DRD2	CCL5	0.8407682499807351	
HTR2B	AGT	0.8407682499807351	
CHRM4	DRD3	0.8354005520686607	
DRD2	CCR7	0.8354005520686607	
CHRM3	LPAR4	0.8354005520686607	
ADRA1B	GHRL	0.8407682499807351	
OPRD1	S1PR2	0.8252219011119977	
ADRB2	RXFP2	0.8354005520686607	
GLP2R	GPHA2	0.8407682499807351	
CYP2C9	rs28371685	0.99	
ADRA1A	F2R	0.8252219011119977	
CHRM3	HCRT	0.833320481754769	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*14, CYP2D6*1xN, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	0.99	
HTR5A	CXCR4	0.8354005520686607	
HTR5A	INSL5	0.8407682499807351	
HTR2C	F2RL1	0.8252219011119977	
HRH1	GPR132	0.8354005520686607	
OPRK1	FPR1	0.8354005520686607	
ADRB3	PTGER4	0.8252219011119977	
CHRM5	LPAR3	0.8252219011119977	
GJA1	TJP1	0.8465071829919111	
OPRM1	CCL25	0.8407682499807351	
Doxepin	CHRM3	1	
HTR1A	GNAI1	0.8526462282435747	
HTR1A	CXCR3	0.8354005520686607	
CHRM2	TAS2R8	0.8354005520686607	
ADRA1A	NMUR2	0.8421959353175904	
HTR1E	PENK	0.8407682499807351	
HTR1F	RXFP3	0.8354005520686607	
Eletriptan	CYP2D6	1	
HRH4	PNOC	0.8407682499807351	
HRH4	OXER1	0.8252219011119977	
HTR1F	CCR7	0.8354005520686607	
HRH1	MLNR	0.8354005520686607	
HTR5A	APLNR	0.8354005520686607	
DRD1	CALCA	0.8407682499807351	
DRD4	CXCL1	0.8407682499807351	
HRH4	BDKRB2	0.8354005520686607	
HTR5A	CCR3	0.8354005520686607	
OPRD1	P2RY14	0.8354005520686607	
OPRK1	CXCR5	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	GJC2	0.8638247395845513	
CHRM1	GRM5	0.8354005520686607	
HTR2B	AVPR1B	0.8354005520686607	
HTR7	PTGIR	0.8354005520686607	
NTRK1	PIK3CB	0.8319100629186602	
HTR2C	EDNRB	0.8252219011119977	
Citalopram	CYP1A2	1	
ADRB3	ADM	0.8407682499807351	
rs12721627	CYP3A4	0.92274469442792	
GNAS	rs62205366	0.8463981622192073	
OPRD1	MT-RNR2	0.8459813396079446	
ADRB3	PTH	0.8407682499807351	
CHRM2	WNT5A	0.863443159858049	
ADRA1B	TACR1	0.8252219011119977	
DRD3	CXCR3	0.8354005520686607	
ADRB1	TSHR	0.8354005520686607	
HTR5A	TAS2R40	0.8354005520686607	
HTR5A	LPAR1	0.8252219011119977	
CYP2C19	rs3814637	0.99	
CHRM4	OXER1	0.8252219011119977	
HTR1B	TAS2R40	0.8354005520686607	
CYP3A4	rs35599367	0.9509900498999999	
CHRM2	PTGER3	0.8252219011119977	
OPRM1	S1PR3	0.8252219011119977	
HTR1B	GALR1	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT13	0.8638247395845513	
CHRM3	NPSR1	0.8354005520686607	
Amitriptyline	ABCB1	1	
ADRA2A	MT-RNR2	0.8407682499807351	
CHRM2	NPY4R	0.8252219011119977	
ADRB3	GPBAR1	0.8354005520686607	
HRH2	CRHR1	0.8354005520686607	
ADRB3	HTR4	0.8354005520686607	
ADRB2	ADRB2	0.8660747677153173	
HTR1F	CXCL1	0.8407682499807351	
CYP3A4	rs4986910	0.8775210229989678	
DRD4	TAS2R8	0.8354005520686607	
OPRD1	PPY	0.833320481754769	
SLC6A4	SLC6A4 HTTLPR long form (L allele), SLC6A4 HTTLPR short form (S allele)	0.99	
DRD2	OPRD1	0.8354005520686607	
HTR6	SCT	0.8407682499807351	
HRH1	TACR3	0.8252219011119977	
CHRM1	GNB1	0.8526462282435747	
GLP2R	GCGR	0.8354005520686607	
OPRD1	TAS2R5	0.8354005520686607	
HTR5A	TAS2R30	0.8354005520686607	
ADRA1B	HCRTR2	0.8252219011119977	
GRIN2B	EPHB4	0.8526462282435747	
HTR5A	TAS2R41	0.8354005520686607	
OPRM1	HEBP1	0.8407682499807351	
HTR1E	TAS2R5	0.8354005520686607	
CHRM2	AGT	0.8407682499807351	
ADRB2	EPS15L1	0.863443159858049	
DRD2	P2RY13	0.8354005520686607	
HRH4	CXCL6	0.8459813396079446	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	rogid:xz86zyvibNFDhT+J8v28Znx5/2M9913	0.8638247395845513	
Amitriptyline	KCND2	1	
DRD5	ADM	0.8407682499807351	
ADRA1D	NMS	0.8407682499807351	
ADRB1	GPR176	0.8252219011119977	
OPRK1	NMU	0.8407682499807351	
ADRB2	SYNJ2	0.8613363396709319	
CHRM1	PROK2	0.8407682499807351	
OPRD1	CXCL9	0.8407682499807351	
HTR1F	TAS2R7	0.8354005520686607	
DRD4	CXCL13	0.8407682499807351	
HRH2	GLP2R	0.8354005520686607	
HTR1A	CASR	0.8354005520686607	
NTRK2	rs2289658	0.99	
rs1800497	ANKK1	0.9801	
HTR1E	NMUR2	0.8421959353175904	
ADRA1D	EDNRB	0.8252219011119977	
HTR1F	RXFP4	0.8354005520686607	
OPRM1	NMUR1	0.8354005520686607	
HTR5A	CCR6	0.8354005520686607	
OPRM1	TAS2R38	0.8354005520686607	
HTR7	GPR84	0.8252219011119977	
ADRB1	ADCYAP1	0.8407682499807351	
CHRM2	LPAR5	0.8252219011119977	
Imipramine	CYP2E1	1	
HTR2A	GNRHR	0.8354005520686607	
HTR5A	NPY5R	0.8252219011119977	
HRH4	NPY1R	0.8252219011119977	
HTR5A	NPBWR2	0.8354005520686607	
CHRM3	OXTR	0.8252219011119977	
CYP2C9	rs71486745	0.99	
OPRK1	PYY	0.833320481754769	
DRD2	CCR2	0.8354005520686607	
HTR1B	C3	0.8407682499807351	
Lurasidone	ADRA2C	1	
CHRM1	PTAFR	0.8252219011119977	
CYP2D6	CYP2D6*1, CYP2D6*10, CYP2D6*3, CYP2D6*4	0.99	
HTR1E	CASR	0.8354005520686607	
HTR1D	NPW	0.8407682499807351	
HTR1B	HEBP1	0.8407682499807351	
HTR1B	TAS2R9	0.8354005520686607	
HTR1B	FPR1	0.8354005520686607	
GRIN2B	NEFL	0.8398120133516425	
DRD2	HCAR3	0.8354005520686607	
ADRB1	GPBAR1	0.8354005520686607	
CHRM5	GPR132	0.8354005520686607	
DRD3	CXCR2	0.8354005520686607	
DRD2	CXCR3	0.8354005520686607	
CYP2C9	CYP2C9*1, CYP2C9*2, CYP2C9*3	0.99	
OPRD1	NPBWR2	0.8354005520686607	
HTR1A	NMS	0.8407682499807351	
HTR6	RXFP1	0.8354005520686607	
HTR6	ADM2	0.8407682499807351	
ADRA2B	MT-RNR2	0.8407682499807351	
DRD4	SSTR4	0.8354005520686607	
ADRA2B	CXCL6	0.8407682499807351	
ADRA1B	F2	0.833320481754769	
OPRM1	TAS2R39	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	NCOA3	0.8638247395845513	
HTR2B	LPAR3	0.8252219011119977	
HRH4	TAS2R50	0.8354005520686607	
DRD1	MC3R	0.8252219011119977	
CYP2A6	rs5031016	0.99	
DRD4	TAS2R46	0.8354005520686607	
HRH1	LPAR4	0.8354005520686607	
HTR2C	FFAR1	0.8354005520686607	
ADRA2A	ANXA1	0.8407682499807351	
HTR1A	CXCL9	0.8407682499807351	
DRD2	INSL5	0.8407682499807351	
DRD4	ACKR3	0.8354005520686607	
FMO3	rs1736557	0.99	
ADRA1B	NTSR2	0.8252219011119977	
DRD2	TAS2R9	0.8354005520686607	
ADRA1B	NMUR2	0.8421959353175904	
ADRA1B	GNA11	0.8595571341704282	
OPRM1	ADRA2C	0.8252219011119977	
CHRM3	F2RL1	0.8252219011119977	
CYP3A4	rs4987161	0.9509900498999999	
DRD2	CXCL9	0.8407682499807351	
Amitriptyline	CHRM3	1	
DRD1	SCT	0.8407682499807351	
HRH4	FPR3	0.8354005520686607	
DRD2	TAS2R30	0.8354005520686607	
CHRM3	GPR65	0.8354005520686607	
OPRK1	GPR17	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	PF4V1	0.818984274335209	
HRH4	TAS2R60	0.8354005520686607	
CHRM4	TAS2R40	0.8354005520686607	
HTR5A	SST	0.8407682499807351	
HRH2	GCGR	0.8354005520686607	
HTR7	INSL3	0.8407682499807351	
CHRM2	NPY	0.833320481754769	
DRD2	CCL20	0.8407682499807351	
DRD3	CCR2	0.8354005520686607	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	IGDCC4	0.818984274335209	
GLP2R	TSHB	0.8407682499807351	
DRD3	TAS2R8	0.8354005520686607	
OPRK1	CXCR1	0.8354005520686607	
OPRM1	S1PR5	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SORBS3	0.8638247395845513	
CHRM2	SCARB2	0.863443159858049	
HTR1F	CXCL16	0.8407682499807351	
CHRM2	BDKRB2	0.8354005520686607	
ADRA1A	LPAR3	0.8252219011119977	
HTR1A	BDKRB2	0.8354005520686607	
ADRA1B	NMUR1	0.8354005520686607	
CHRM2	CCR8	0.8354005520686607	
HRH4	TAS2R40	0.8354005520686607	
DRD4	HTR1A	0.8354005520686607	
Paroxetine	CYP2B6	1	
HTR1E	LPAR2	0.8252219011119977	
DRD3	S1PR2	0.8252219011119977	
OPRD1	PDYN	0.8436671950788296	
Apomorphine	ADRA2A	1	
OPRD1	GRM2	0.8252219011119977	
OPRK1	CCR9	0.8354005520686607	
HRH4	P2RY4	0.8354005520686607	
DRD5	ADCYAP1	0.8407682499807351	
ADRB2	SYT2	0.863443159858049	
OPRD1	SSTR5	0.8354005520686607	
DRD2	TAS2R38	0.8354005520686607	
Citalopram	HRH1	1	
ADRB1	GPR27	0.8252219011119977	
OPRD1	TAS2R4	0.8354005520686607	
CYP3A	rs12721627	0.8953382542587163	
Rotigotine	DRD3	1	
HRH4	RXFP3	0.8354005520686607	
HTR2B	TACR3	0.8252219011119977	
CHRM5	CCL23	0.833320481754769	
HRH1	BDKRB2	0.8354005520686607	
GLP2R	ADRB3	0.8354005520686607	
HTR1F	CXCL12	0.8407682499807351	
HTR1A	P2RY14	0.8354005520686607	
HRH4	GPR55	0.8354005520686607	
GRIN2B	EPHB3	0.8526462282435747	
ADRB3	POMC	0.833320481754769	
DRD3	TAS2R38	0.8354005520686607	
DRD3	TAS2R39	0.8354005520686607	
DRD4	P2RY12	0.8354005520686607	
CHRM5	EDN3	0.833320481754769	
HTR2C	TRHR	0.8354005520686607	
CYP2C19	CYP2C19*1, CYP2C19*10, CYP2C19*11, CYP2C19*13, CYP2C19*14, CYP2C19*15, CYP2C19*16, CYP2C19*18, CYP2C19*19, CYP2C19*26, CYP2C19*9	0.99	
HTR7	RAMP2	0.8421959353175904	
VEGFA	ROCK1	0.8252219011119977	
ADRA1A	GNA14	0.8595571341704282	
Doxepin	ADRA2C	1	
ADRB3	GNAS	0.8549476386052599	
CHRM4	NMU	0.8407682499807351	
OPRD1	TAS2R39	0.8354005520686607	
HRH4	BDKRB1	0.8354005520686607	
ADRA1A	KNG1	0.8407682499807351	
HTR1D	CORT	0.8407682499807351	
HRH1	CYSLTR2	0.8252219011119977	
Eletriptan	HTR1E	1	
HTR5A	PENK	0.8407682499807351	
Pergolide	ADRA2B	1	
GRIN2B	CAMK2D	0.8516636985739204	
OPRM1	TAS2R3	0.8354005520686607	
HTR1F	ADORA3	0.8354005520686607	
ABCB1	rs3789243	0.99	
ADRA1D	CCL23	0.833320481754769	
HTR1F	GRM8	0.8252219011119977	
Pramipexole	ADRA2B	1	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	SACS	0.818984274335209	
ADRA1A	HTR2B	0.8354005520686607	
ADRB1	PTGER4	0.8252219011119977	
HTR1D	RLN3	0.8459813396079446	
HTR1A	GPER1	0.8354005520686607	
HTR1E	DRD4	0.8354005520686607	
NDUFC2	MT-ND4	0.8370620429147057	
CHRM2	TAS2R14	0.8354005520686607	
CHRM3	HTR2B	0.8354005520686607	
ADRA1A	LTB4R	0.8252219011119977	
HRH2	GPBAR1	0.8354005520686607	
HTR5A	HCAR3	0.8354005520686607	
HTR2B	XCR1	0.8252219011119977	
HTR2C	GNRHR2	0.8354005520686607	
HTR5A	S1PR3	0.8252219011119977	
CHRM3	EDNRA	0.8252219011119977	
Carvedilol	ADRA1B	1	
HTR2C	TAC1	0.833320481754769	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	DCD	0.8638247395845513	
OPRK1	C5	0.8407682499807351	
DRD2	LPAR2	0.8252219011119977	
DRD3	CCR5	0.8354005520686607	
OPRM1	P2RY13	0.8354005520686607	
HTR5A	CXCL5	0.8407682499807351	
CYP2E1	rs2031920	0.99	
DRD1	GNB1	0.8526462282435747	
HTR1F	TAS2R9	0.8354005520686607	
DRD3	SST	0.8407682499807351	
HRH4	RLN3	0.8459813396079446	
HTR1D	CCL19	0.8407682499807351	
HTR1E	GPR18	0.8354005520686607	
Risperidone	CYP3A5	1	
CYP2B6	rs2279345	0.99	
ADRA1A	AGT	0.8407682499807351	
HTR1F	CXCL5	0.8407682499807351	
ADRA1A	TBXA2R	0.852724204446584	
HTR1F	GABBR2	0.8252219011119977	
HTR1D	CXCL6	0.8459813396079446	
HTR1B	PDYN	0.8407682499807351	
OPRM1	GRM8	0.8252219011119977	
CHRM1	LPAR2	0.8252219011119977	
CHRM2	GABBR2	0.8252219011119977	
HTR5A	CCL28	0.8407682499807351	
HTR2A	NMU	0.8407682499807351	
ADRA2C	PPBP	0.833320481754769	
OPRM1	CXCR1	0.8354005520686607	
DRD4	TAS2R50	0.8354005520686607	
DRD2	C5	0.8407682499807351	
HTR5A	BDKRB1	0.8354005520686607	
HTR5A	TAS2R9	0.8354005520686607	
CHRM1	TAC3	0.833320481754769	
CHRM2	CCR5	0.8354005520686607	
ADRA1B	PMCH	0.833320481754769	
ABCB1	rs1128503	0.99	
ADRB1	VIPR1	0.8252219011119977	
ADRA2B	PPBP	0.833320481754769	
HTR2C	HCRTR1	0.8252219011119977	
Pergolide	HTR2B	1	
HTR1A	GRM2	0.8252219011119977	
DRD4	CCR2	0.8354005520686607	
HTR1F	P2RY13	0.8354005520686607	
Citalopram	SLC6A3	1	
HTR2C	AGT	0.8407682499807351	
HTR1A	P2RY12	0.8354005520686607	
CYP3A4	MGST2	0.792109822701367	
CHRM4	APLN	0.8407682499807351	
ADRB1	GNAS	0.8549476386052599	
OPRK1	AGT	0.8407682499807351	
NTRK1	KIDINS220	0.8491915666913814	
HTR1E	TAS2R20	0.8354005520686607	
DRD2	PMCH	0.8407682499807351	
HTR1B	GNAI1	0.8526462282435747	
CYP3A4	rs4987161	0.9135172474836407	
ADRA1D	F2R	0.8252219011119977	
HTR1E	GALR1	0.8252219011119977	
HTR1D	LPAR2	0.8252219011119977	
GRIN2B	SHC1	0.8601235081501506	
CHRM2	NMUR2	0.8421959353175904	
DRD3	APP	0.8407682499807351	
HTR1B	TAS2R31	0.8354005520686607	
DRD3	CCR6	0.8354005520686607	
HTR1A	ADRA2B	0.8252219011119977	
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	MYLK3	0.818984274335209	
HRH4	CXCL11	0.8407682499807351	
HTR1D	CCR8	0.8354005520686607	
DRD3	PPBP	0.8407682499807351	
DRD2	PF4	0.8407682499807351	
HTR6	ADM	0.8407682499807351	
HTR7	GNB1	0.8526462282435747	
HTR1B	CCL27	0.8407682499807351	
Lurasidone	HTR2A	1	
CYP3A4	CYP3A4*1, CYP3A4*4	0.8775210229989678	
HRH1	GHSR	0.8354005520686607	
HTR2C	P2RY2	0.8354005520686607	
ADRA2A	rs1800545	0.8169696821008777	
ADRA1D	QRFP	0.833320481754769	
HRH1	GNAQ	0.8595571341704282	
ABCB1	rs28401781	0.99	
HRH4	CXCR2	0.8354005520686607	
HTR1B	GABBR2	0.8252219011119977	
Eletriptan	HTR2B	1	
CHRM5	GCG	0.8407682499807351	
HRH1	LPAR5	0.8252219011119977	
CHRM1	BDKRB1	0.8354005520686607	
CHRM5	EDNRB	0.8252219011119977	
HTR1E	NPY1R	0.8252219011119977	
HRH2	VIPR1	0.8252219011119977	
ADRB2	AP2S1	0.8669217489920482	
Olanzapine	CYP2D6	1	
Paliperidone	HTR1D	1	
CHRM5	XCR1	0.8252219011119977	
CYP2D6	rs777560972	0.99	
HTR1B	RLN3	0.8459813396079446	
HTR2B	NMU	0.8407682499807351	
CYP2B6	rs36118214	0.99	
NDUFC2	NDUFB6	0.8478585989808651	
